K,Cu,Sb,Br,336.53,1032,0.82,418.81,1357.77,3200,1.9,745.48,903.78,1860,2.05,830.58,0.86,39.0983,-1.096516,-0.05407911,72.1,-1.097539713,75.6,2.03,418.8,2.35,48.36,2.77,45.46,4.341,31.625,45.72,82,0.757,102.5,2.33,76.9,19,8.96,63.456,-3.64288728,4.3787397,11.08,-3.68065482,11.8,1.17,745.4,1.278,118.3,1.57,7.1,7.726,20.292,36.83,16.5,0.385,401,13.14,300.5,29,6.69,121.757,-3.88991513,8.38916182,27.09,-4.11736234,30.2,1.4,833.7,1.59,101,1.53,18.23,8.641,16.53,25.3,11,0.207,24.3,19.83,67.97,51,3.12,79.904,-0.99863179,2.00721501,25.56,-1.583025338,65.1,1.14,1139.9,1.14,324.6,1.12,25.6,11.814,21.8,36,0,0.226,0.122,5.286,14.725,35,265.8,332,2.96,1139.86,1.64,0.54,0.76,1.82,-0.975441326
K,Cu,Mo,I,336.53,1032,0.82,418.81,1357.77,3200,1.9,745.48,2896,4912,2.16,684.32,0.86,39.0983,-1.096516,-0.05407911,72.1,-1.097539713,75.6,2.03,418.8,2.35,48.36,2.77,45.46,4.341,31.625,45.72,82,0.757,102.5,2.33,76.9,19,8.96,63.456,-3.64288728,4.3787397,11.08,-3.68065482,11.8,1.17,745.4,1.278,118.3,1.57,7.1,7.726,20.292,36.83,16.5,0.385,401,13.14,300.5,29,10.22,95.94,-10.84610777,8.63699786,15.69,-10.84610777,15.5,1.3,684.9,1.362,96,2.01,9.4,7.099,16.461,27.16,4.8,0.25,138,36,590.4,42,4.93,126.9045,-1.05350365,4.49323253,35.36,-1.505402418,42.5,1.33,1008.4,1.33,295.3,1.32,25.74,10.451,19.131,33,87,0.145,0.449,7.76,20.9,53,386.85,457.4,2.66,1008.39,1.64,0.54,0.69,2.06,-0.571227866
K,Cu,Sb,Cl,336.53,1032,0.82,418.81,1357.77,3200,1.9,745.48,903.78,1860,2.05,830.58,0.86,39.0983,-1.096516,-0.05407911,72.1,-1.097539713,75.6,2.03,418.8,2.35,48.36,2.77,45.46,4.341,31.625,45.72,82,0.757,102.5,2.33,76.9,19,8.96,63.456,-3.64288728,4.3787397,11.08,-3.68065482,11.8,1.17,745.4,1.278,118.3,1.57,7.1,7.726,20.292,36.83,16.5,0.385,401,13.14,300.5,29,6.69,121.757,-3.88991513,8.38916182,27.09,-4.11736234,30.2,1.4,833.7,1.59,101,1.53,18.23,8.641,16.53,25.3,11,0.207,24.3,19.83,67.97,51,3.214,35.4527,-0.9545457,2.21271389,20.54,-1.784433755,29,0.99,1251.1,0.99,348.8,0.97,16.9,12.967,23.81,39.611,0,0.48,0.0089,3.21,10.2,17,171.6,239.11,3.16,1251.19,1.64,0.54,0.76,1.67,-1.547670778
K,Ag,Sb,Br,336.53,1032,0.82,418.81,1234.93,2435,1.93,731,903.78,1860,2.05,830.58,0.86,39.0983,-1.096516,-0.05407911,72.1,-1.097539713,75.6,2.03,418.8,2.35,48.36,2.77,45.46,4.341,31.625,45.72,82,0.757,102.5,2.33,76.9,19,10.5,107.868,-2.71997917,4.0527598,16.2,-2.76539356,17,1.34,731,1.444,125.7,1.75,10.3,7.576,21.49,34.83,18.9,0.235,429,11.3,250.63,47,6.69,121.757,-3.88991513,8.38916182,27.09,-4.11736234,30.2,1.4,833.7,1.59,101,1.53,18.23,8.641,16.53,25.3,11,0.207,24.3,19.83,67.97,51,3.12,79.904,-0.99863179,2.00721501,25.56,-1.583025338,65.1,1.14,1139.9,1.14,324.6,1.12,25.6,11.814,21.8,36,0,0.226,0.122,5.286,14.725,35,265.8,332,2.96,1139.86,1.64,1.15,0.76,1.82,-1.007545829
Rb,Cu,Bi,Br,312.46,961,0.82,403.03,1357.77,3200,1.9,745.48,544.4,1837,2.02,702.95,1.532,85.4678,-0.96193707,0.09088364,88.64,-0.963335025,93,2.16,403,2.48,46.89,2.98,55.9,4.177,27.28,40,91,0.363,58.2,2.34,69.2,37,8.96,63.456,-3.64288728,4.3787397,11.08,-3.68065482,11.8,1.17,745.4,1.278,118.3,1.57,7.1,7.726,20.292,36.83,16.5,0.385,401,13.14,300.5,29,9.75,208.9804,-3.89538374,8.46315729,29.91,-3.9736944,35.3,1.46,703.3,1.7,110,1.63,21.3,7.289,16.687,25.559,13.4,0.122,7.87,11,179,83,3.12,79.904,-0.99863179,2.00721501,25.56,-1.583025338,65.1,1.14,1139.9,1.14,324.6,1.12,25.6,11.814,21.8,36,0,0.226,0.122,5.286,14.725,35,265.8,332,2.96,1139.86,1.72,0.54,1.03,1.82,-1.055319809
Rb,Cu,Bi,Cl,312.46,961,0.82,403.03,1357.77,3200,1.9,745.48,544.4,1837,2.02,702.95,1.532,85.4678,-0.96193707,0.09088364,88.64,-0.963335025,93,2.16,403,2.48,46.89,2.98,55.9,4.177,27.28,40,91,0.363,58.2,2.34,69.2,37,8.96,63.456,-3.64288728,4.3787397,11.08,-3.68065482,11.8,1.17,745.4,1.278,118.3,1.57,7.1,7.726,20.292,36.83,16.5,0.385,401,13.14,300.5,29,9.75,208.9804,-3.89538374,8.46315729,29.91,-3.9736944,35.3,1.46,703.3,1.7,110,1.63,21.3,7.289,16.687,25.559,13.4,0.122,7.87,11,179,83,3.214,35.4527,-0.9545457,2.21271389,20.54,-1.784433755,29,0.99,1251.1,0.99,348.8,0.97,16.9,12.967,23.81,39.611,0,0.48,0.0089,3.21,10.2,17,171.6,239.11,3.16,1251.19,1.72,0.54,1.03,1.67,-1.625737623
Rb,Cu,Mo,Br,312.46,961,0.82,403.03,1357.77,3200,1.9,745.48,2896,4912,2.16,684.32,1.532,85.4678,-0.96193707,0.09088364,88.64,-0.963335025,93,2.16,403,2.48,46.89,2.98,55.9,4.177,27.28,40,91,0.363,58.2,2.34,69.2,37,8.96,63.456,-3.64288728,4.3787397,11.08,-3.68065482,11.8,1.17,745.4,1.278,118.3,1.57,7.1,7.726,20.292,36.83,16.5,0.385,401,13.14,300.5,29,10.22,95.94,-10.84610777,8.63699786,15.69,-10.84610777,15.5,1.3,684.9,1.362,96,2.01,9.4,7.099,16.461,27.16,4.8,0.25,138,36,590.4,42,3.12,79.904,-0.99863179,2.00721501,25.56,-1.583025338,65.1,1.14,1139.9,1.14,324.6,1.12,25.6,11.814,21.8,36,0,0.226,0.122,5.286,14.725,35,265.8,332,2.96,1139.86,1.72,0.54,0.69,1.82,-0.928697681
Rb,Ag,Sb,I,312.46,961,0.82,403.03,1234.93,2435,1.93,731,903.78,1860,2.05,830.58,1.532,85.4678,-0.96193707,0.09088364,88.64,-0.963335025,93,2.16,403,2.48,46.89,2.98,55.9,4.177,27.28,40,91,0.363,58.2,2.34,69.2,37,10.5,107.868,-2.71997917,4.0527598,16.2,-2.76539356,17,1.34,731,1.444,125.7,1.75,10.3,7.576,21.49,34.83,18.9,0.235,429,11.3,250.63,47,6.69,121.757,-3.88991513,8.38916182,27.09,-4.11736234,30.2,1.4,833.7,1.59,101,1.53,18.23,8.641,16.53,25.3,11,0.207,24.3,19.83,67.97,51,4.93,126.9045,-1.05350365,4.49323253,35.36,-1.505402418,42.5,1.33,1008.4,1.33,295.3,1.32,25.74,10.451,19.131,33,87,0.145,0.449,7.76,20.9,53,386.85,457.4,2.66,1008.39,1.72,1.15,0.76,2.06,-0.772366496
Rb,K,Ga,I,312.46,961,0.82,403.03,336.53,1032,0.82,418.81,302.91,2477,1.81,578.84,1.532,85.4678,-0.96193707,0.09088364,88.64,-0.963335025,93,2.16,403,2.48,46.89,2.98,55.9,4.177,27.28,40,91,0.363,58.2,2.34,69.2,37,0.86,39.0983,-1.096516,-0.05407911,72.1,-1.097539713,75.6,2.03,418.8,2.35,48.36,2.77,45.46,4.341,31.625,45.72,82,0.757,102.5,2.33,76.9,19,5.91,69.723,-2.97839076,3.94985673,17.94,-3.012255303,19.6,1.26,578.8,1.41,29,1.81,11.8,5.999,20.51,30.71,19.7,0.371,40.6,5.59,256.06,31,4.93,126.9045,-1.05350365,4.49323253,35.36,-1.505402418,42.5,1.33,1008.4,1.33,295.3,1.32,25.74,10.451,19.131,33,87,0.145,0.449,7.76,20.9,53,386.85,457.4,2.66,1008.39,1.72,1.38,0.62,2.06,-0.987354425
K,Rb,Pr,Br,336.53,1032,0.82,418.81,312.46,961,0.82,403.03,1208,3563,1.13,527.79,0.86,39.0983,-1.096516,-0.05407911,72.1,-1.097539713,75.6,2.03,418.8,2.35,48.36,2.77,45.46,4.341,31.625,45.72,82,0.757,102.5,2.33,76.9,19,1.532,85.4678,-0.96193707,0.09088364,88.64,-0.963335025,93,2.16,403,2.48,46.89,2.98,55.9,4.177,27.28,40,91,0.363,58.2,2.34,69.2,37,6.77,140.9077,-4.64853984,3.59202414,35.89,-4.77382996,34.5,1.65,523,1.828,50,2.67,20.8,5.46,10.551,21.62,5.4,0.193,12.5,10.04,332.63,59,3.12,79.904,-0.99863179,2.00721501,25.56,-1.583025338,65.1,1.14,1139.9,1.14,324.6,1.12,25.6,11.814,21.8,36,0,0.226,0.122,5.286,14.725,35,265.8,332,2.96,1139.86,1.64,1.52,0.99,1.82,-1.731825983
Rb,K,Sc,Br,312.46,961,0.82,403.03,336.53,1032,0.82,418.81,1814,3103,1.36,633.09,1.532,85.4678,-0.96193707,0.09088364,88.64,-0.963335025,93,2.16,403,2.48,46.89,2.98,55.9,4.177,27.28,40,91,0.363,58.2,2.34,69.2,37,0.86,39.0983,-1.096516,-0.05407911,72.1,-1.097539713,75.6,2.03,418.8,2.35,48.36,2.77,45.46,4.341,31.625,45.72,82,0.757,102.5,2.33,76.9,19,2.99,44.9559,-6.17209116,4.45180104,22.2,-6.28551309,24.9,1.44,631,1.606,18.1,2.09,15,6.54,12.8,24.76,10,0.568,15.8,16.11,304.8,21,3.12,79.904,-0.99863179,2.00721501,25.56,-1.583025338,65.1,1.14,1139.9,1.14,324.6,1.12,25.6,11.814,21.8,36,0,0.226,0.122,5.286,14.725,35,265.8,332,2.96,1139.86,1.72,1.38,0.745,1.82,-1.750476735
Rb,Na,Al,Cl,312.46,961,0.82,403.03,370.87,1156,0.93,495.85,933.47,2792,1.61,577.54,1.532,85.4678,-0.96193707,0.09088364,88.64,-0.963335025,93,2.16,403,2.48,46.89,2.98,55.9,4.177,27.28,40,91,0.363,58.2,2.34,69.2,37,0.97,22.98977,-1.2544847,1.31524918,29.21,-1.260241383,39.7,1.54,495.8,1.9,52.7,2.23,23.7,5.139,47.286,71.641,71,1.23,141,2.601,98.01,11,2.7,26.98154,-3.65018713,7.76407342,16.92,-3.74542312,16.6,1.18,577.6,1.43,45,1.62,10,5.986,18.828,28.447,23.1,0.9,237,10.7,290.8,13,3.214,35.4527,-0.9545457,2.21271389,20.54,-1.784433755,29,0.99,1251.1,0.99,348.8,0.97,16.9,12.967,23.81,39.611,0,0.48,0.0089,3.21,10.2,17,171.6,239.11,3.16,1251.19,1.72,1.02,0.535,1.67,-2.135489394
Rb,Na,La,Cl,312.46,961,0.82,403.03,370.87,1156,0.93,495.85,1193,3743,1.1,538.09,1.532,85.4678,-0.96193707,0.09088364,88.64,-0.963335025,93,2.16,403,2.48,46.89,2.98,55.9,4.177,27.28,40,91,0.363,58.2,2.34,69.2,37,0.97,22.98977,-1.2544847,1.31524918,29.21,-1.260241383,39.7,1.54,495.8,1.9,52.7,2.23,23.7,5.139,47.286,71.641,71,1.23,141,2.601,98.01,11,6.15,138.9055,-4.79586452,7.77495265,37.47,-4.927546185,37.4,1.25,538.1,1.877,50,2.74,20.73,5.58,11.059,19.174,5.2,0.19,13.5,11.3,399.57,57,3.214,35.4527,-0.9545457,2.21271389,20.54,-1.784433755,29,0.99,1251.1,0.99,348.8,0.97,16.9,12.967,23.81,39.611,0,0.48,0.0089,3.21,10.2,17,171.6,239.11,3.16,1251.19,1.72,1.02,1.032,1.67,-2.458247482
Rb,K,In,I,312.46,961,0.82,403.03,336.53,1032,0.82,418.81,429.75,2345,1.78,558.3,1.532,85.4678,-0.96193707,0.09088364,88.64,-0.963335025,93,2.16,403,2.48,46.89,2.98,55.9,4.177,27.28,40,91,0.363,58.2,2.34,69.2,37,0.86,39.0983,-1.096516,-0.05407911,72.1,-1.097539713,75.6,2.03,418.8,2.35,48.36,2.77,45.46,4.341,31.625,45.72,82,0.757,102.5,2.33,76.9,19,7.31,114.82,-2.65390512,8.39826763,24.43,-2.66680196,26.1,1.44,558.3,1.66,29,2,15.7,5.786,18.869,28.03,32.1,0.233,81.6,3.26,226.335,49,4.93,126.9045,-1.05350365,4.49323253,35.36,-1.505402418,42.5,1.33,1008.4,1.33,295.3,1.32,25.74,10.451,19.131,33,87,0.145,0.449,7.76,20.9,53,386.85,457.4,2.66,1008.39,1.72,1.38,0.8,2.06,-1.040500226
K,Rb,Bi,Cl,336.53,1032,0.82,418.81,312.46,961,0.82,403.03,544.4,1837,2.02,702.95,0.86,39.0983,-1.096516,-0.05407911,72.1,-1.097539713,75.6,2.03,418.8,2.35,48.36,2.77,45.46,4.341,31.625,45.72,82,0.757,102.5,2.33,76.9,19,1.532,85.4678,-0.96193707,0.09088364,88.64,-0.963335025,93,2.16,403,2.48,46.89,2.98,55.9,4.177,27.28,40,91,0.363,58.2,2.34,69.2,37,9.75,208.9804,-3.89538374,8.46315729,29.91,-3.9736944,35.3,1.46,703.3,1.7,110,1.63,21.3,7.289,16.687,25.559,13.4,0.122,7.87,11,179,83,3.214,35.4527,-0.9545457,2.21271389,20.54,-1.784433755,29,0.99,1251.1,0.99,348.8,0.97,16.9,12.967,23.81,39.611,0,0.48,0.0089,3.21,10.2,17,171.6,239.11,3.16,1251.19,1.64,1.52,1.03,1.67,-1.861905092
K,Rb,Bi,I,336.53,1032,0.82,418.81,312.46,961,0.82,403.03,544.4,1837,2.02,702.95,0.86,39.0983,-1.096516,-0.05407911,72.1,-1.097539713,75.6,2.03,418.8,2.35,48.36,2.77,45.46,4.341,31.625,45.72,82,0.757,102.5,2.33,76.9,19,1.532,85.4678,-0.96193707,0.09088364,88.64,-0.963335025,93,2.16,403,2.48,46.89,2.98,55.9,4.177,27.28,40,91,0.363,58.2,2.34,69.2,37,9.75,208.9804,-3.89538374,8.46315729,29.91,-3.9736944,35.3,1.46,703.3,1.7,110,1.63,21.3,7.289,16.687,25.559,13.4,0.122,7.87,11,179,83,4.93,126.9045,-1.05350365,4.49323253,35.36,-1.505402418,42.5,1.33,1008.4,1.33,295.3,1.32,25.74,10.451,19.131,33,87,0.145,0.449,7.76,20.9,53,386.85,457.4,2.66,1008.39,1.64,1.52,1.03,2.06,-0.973589049
Rb,K,Dy,Cl,312.46,961,0.82,403.03,336.53,1032,0.82,418.81,1680,2840,1.22,573.03,1.532,85.4678,-0.96193707,0.09088364,88.64,-0.963335025,93,2.16,403,2.48,46.89,2.98,55.9,4.177,27.28,40,91,0.363,58.2,2.34,69.2,37,0.86,39.0983,-1.096516,-0.05407911,72.1,-1.097539713,75.6,2.03,418.8,2.35,48.36,2.77,45.46,4.341,31.625,45.72,82,0.757,102.5,2.33,76.9,19,8.55,162.5,-4.45538074,3.35771331,31.21,-4.601554453,31.6,1.59,572,1.773,50,2.49,19,5.94,11.67,22.802,9.6,0.173,10.7,11.06,230,66,3.214,35.4527,-0.9545457,2.21271389,20.54,-1.784433755,29,0.99,1251.1,0.99,348.8,0.97,16.9,12.967,23.81,39.611,0,0.48,0.0089,3.21,10.2,17,171.6,239.11,3.16,1251.19,1.72,1.38,0.912,1.67,-2.458590153
Rb,K,Er,Cl,312.46,961,0.82,403.03,336.53,1032,0.82,418.81,1802,3141,1.24,589.3,1.532,85.4678,-0.96193707,0.09088364,88.64,-0.963335025,93,2.16,403,2.48,46.89,2.98,55.9,4.177,27.28,40,91,0.363,58.2,2.34,69.2,37,0.86,39.0983,-1.096516,-0.05407911,72.1,-1.097539713,75.6,2.03,418.8,2.35,48.36,2.77,45.46,4.341,31.625,45.72,82,0.757,102.5,2.33,76.9,19,9.07,167.26,-4.42187783,3.16018015,30.68,-4.563633745,30.6,1.57,589,1.757,50,2.45,18.4,6.101,11.929,22.739,9.4,0.168,14.3,17.15,292.88,68,3.214,35.4527,-0.9545457,2.21271389,20.54,-1.784433755,29,0.99,1251.1,0.99,348.8,0.97,16.9,12.967,23.81,39.611,0,0.48,0.0089,3.21,10.2,17,171.6,239.11,3.16,1251.19,1.72,1.38,0.89,1.67,-2.46185799
Rb,Li,Bi,Cl,312.46,961,0.82,403.03,453.69,1615,0.98,520.22,544.4,1837,2.02,702.95,1.532,85.4678,-0.96193707,0.09088364,88.64,-0.963335025,93,2.16,403,2.48,46.89,2.98,55.9,4.177,27.28,40,91,0.363,58.2,2.34,69.2,37,0.53,6.941,-1.86553478,0.22720863,16.51,-1.86988691,21.6,1.23,520,1.55,59.8,2.05,13.1,5.392,76.638,122.451,46,3.582,84.7,3,147.1,3,9.75,208.9804,-3.89538374,8.46315729,29.91,-3.9736944,35.3,1.46,703.3,1.7,110,1.63,21.3,7.289,16.687,25.559,13.4,0.122,7.87,11,179,83,3.214,35.4527,-0.9545457,2.21271389,20.54,-1.784433755,29,0.99,1251.1,0.99,348.8,0.97,16.9,12.967,23.81,39.611,0,0.48,0.0089,3.21,10.2,17,171.6,239.11,3.16,1251.19,1.72,0.76,1.03,1.67,-1.921024924
Rb,Li,Pr,Cl,312.46,961,0.82,403.03,453.69,1615,0.98,520.22,1208,3563,1.13,527.79,1.532,85.4678,-0.96193707,0.09088364,88.64,-0.963335025,93,2.16,403,2.48,46.89,2.98,55.9,4.177,27.28,40,91,0.363,58.2,2.34,69.2,37,0.53,6.941,-1.86553478,0.22720863,16.51,-1.86988691,21.6,1.23,520,1.55,59.8,2.05,13.1,5.392,76.638,122.451,46,3.582,84.7,3,147.1,3,6.77,140.9077,-4.64853984,3.59202414,35.89,-4.77382996,34.5,1.65,523,1.828,50,2.67,20.8,5.46,10.551,21.62,5.4,0.193,12.5,10.04,332.63,59,3.214,35.4527,-0.9545457,2.21271389,20.54,-1.784433755,29,0.99,1251.1,0.99,348.8,0.97,16.9,12.967,23.81,39.611,0,0.48,0.0089,3.21,10.2,17,171.6,239.11,3.16,1251.19,1.72,0.76,0.99,1.67,-2.420518593
Rb,Na,Bi,I,312.46,961,0.82,403.03,370.87,1156,0.93,495.85,544.4,1837,2.02,702.95,1.532,85.4678,-0.96193707,0.09088364,88.64,-0.963335025,93,2.16,403,2.48,46.89,2.98,55.9,4.177,27.28,40,91,0.363,58.2,2.34,69.2,37,0.97,22.98977,-1.2544847,1.31524918,29.21,-1.260241383,39.7,1.54,495.8,1.9,52.7,2.23,23.7,5.139,47.286,71.641,71,1.23,141,2.601,98.01,11,9.75,208.9804,-3.89538374,8.46315729,29.91,-3.9736944,35.3,1.46,703.3,1.7,110,1.63,21.3,7.289,16.687,25.559,13.4,0.122,7.87,11,179,83,4.93,126.9045,-1.05350365,4.49323253,35.36,-1.505402418,42.5,1.33,1008.4,1.33,295.3,1.32,25.74,10.451,19.131,33,87,0.145,0.449,7.76,20.9,53,386.85,457.4,2.66,1008.39,1.72,1.02,1.03,2.06,-1.00972177
Rb,Na,In,I,312.46,961,0.82,403.03,370.87,1156,0.93,495.85,429.75,2345,1.78,558.3,1.532,85.4678,-0.96193707,0.09088364,88.64,-0.963335025,93,2.16,403,2.48,46.89,2.98,55.9,4.177,27.28,40,91,0.363,58.2,2.34,69.2,37,0.97,22.98977,-1.2544847,1.31524918,29.21,-1.260241383,39.7,1.54,495.8,1.9,52.7,2.23,23.7,5.139,47.286,71.641,71,1.23,141,2.601,98.01,11,7.31,114.82,-2.65390512,8.39826763,24.43,-2.66680196,26.1,1.44,558.3,1.66,29,2,15.7,5.786,18.869,28.03,32.1,0.233,81.6,3.26,226.335,49,4.93,126.9045,-1.05350365,4.49323253,35.36,-1.505402418,42.5,1.33,1008.4,1.33,295.3,1.32,25.74,10.451,19.131,33,87,0.145,0.449,7.76,20.9,53,386.85,457.4,2.66,1008.39,1.72,1.02,0.8,2.06,-1.013871602
Rb,Na,Y,I,312.46,961,0.82,403.03,370.87,1156,0.93,495.85,1799,3609,1.22,599.87,1.532,85.4678,-0.96193707,0.09088364,88.64,-0.963335025,93,2.16,403,2.48,46.89,2.98,55.9,4.177,27.28,40,91,0.363,58.2,2.34,69.2,37,0.97,22.98977,-1.2544847,1.31524918,29.21,-1.260241383,39.7,1.54,495.8,1.9,52.7,2.23,23.7,5.139,47.286,71.641,71,1.23,141,2.601,98.01,11,4.47,88.9059,-6.34029752,3.23208944,32.53,-6.464599775,32.9,1.62,616,1.81,0,2.27,19.8,6.38,12.24,20.52,11.3,0.3,17.2,17.15,393.3,39,4.93,126.9045,-1.05350365,4.49323253,35.36,-1.505402418,42.5,1.33,1008.4,1.33,295.3,1.32,25.74,10.451,19.131,33,87,0.145,0.449,7.76,20.9,53,386.85,457.4,2.66,1008.39,1.72,1.02,0.9,2.06,-1.408033863
Rb,Na,Ga,Cl,312.46,961,0.82,403.03,370.87,1156,0.93,495.85,302.91,2477,1.81,578.84,1.532,85.4678,-0.96193707,0.09088364,88.64,-0.963335025,93,2.16,403,2.48,46.89,2.98,55.9,4.177,27.28,40,91,0.363,58.2,2.34,69.2,37,0.97,22.98977,-1.2544847,1.31524918,29.21,-1.260241383,39.7,1.54,495.8,1.9,52.7,2.23,23.7,5.139,47.286,71.641,71,1.23,141,2.601,98.01,11,5.91,69.723,-2.97839076,3.94985673,17.94,-3.012255303,19.6,1.26,578.8,1.41,29,1.81,11.8,5.999,20.51,30.71,19.7,0.371,40.6,5.59,256.06,31,3.214,35.4527,-0.9545457,2.21271389,20.54,-1.784433755,29,0.99,1251.1,0.99,348.8,0.97,16.9,12.967,23.81,39.611,0,0.48,0.0089,3.21,10.2,17,171.6,239.11,3.16,1251.19,1.72,1.02,0.62,1.67,-1.949626602
Rb,Li,V,Cl,312.46,961,0.82,403.03,453.69,1615,0.98,520.22,2183,3680,1.63,650.91,1.532,85.4678,-0.96193707,0.09088364,88.64,-0.963335025,93,2.16,403,2.48,46.89,2.98,55.9,4.177,27.28,40,91,0.363,58.2,2.34,69.2,37,0.53,6.941,-1.86553478,0.22720863,16.51,-1.86988691,21.6,1.23,520,1.55,59.8,2.05,13.1,5.392,76.638,122.451,46,3.582,84.7,3,147.1,3,6.11,50.9415,-8.93926069,6.45502198,13.01,-8.93926069,13.8,1.22,650,1.321,50,1.92,8.78,6.74,14.65,29.31,8.4,0.489,30.7,22.8,446.7,23,3.214,35.4527,-0.9545457,2.21271389,20.54,-1.784433755,29,0.99,1251.1,0.99,348.8,0.97,16.9,12.967,23.81,39.611,0,0.48,0.0089,3.21,10.2,17,171.6,239.11,3.16,1251.19,1.72,0.76,0.64,1.67,-2.010455384
Rb,Na,Bi,Cl,312.46,961,0.82,403.03,370.87,1156,0.93,495.85,544.4,1837,2.02,702.95,1.532,85.4678,-0.96193707,0.09088364,88.64,-0.963335025,93,2.16,403,2.48,46.89,2.98,55.9,4.177,27.28,40,91,0.363,58.2,2.34,69.2,37,0.97,22.98977,-1.2544847,1.31524918,29.21,-1.260241383,39.7,1.54,495.8,1.9,52.7,2.23,23.7,5.139,47.286,71.641,71,1.23,141,2.601,98.01,11,9.75,208.9804,-3.89538374,8.46315729,29.91,-3.9736944,35.3,1.46,703.3,1.7,110,1.63,21.3,7.289,16.687,25.559,13.4,0.122,7.87,11,179,83,3.214,35.4527,-0.9545457,2.21271389,20.54,-1.784433755,29,0.99,1251.1,0.99,348.8,0.97,16.9,12.967,23.81,39.611,0,0.48,0.0089,3.21,10.2,17,171.6,239.11,3.16,1251.19,1.72,1.02,1.03,1.67,-1.921612706
Rb,Li,In,Cl,312.46,961,0.82,403.03,453.69,1615,0.98,520.22,429.75,2345,1.78,558.3,1.532,85.4678,-0.96193707,0.09088364,88.64,-0.963335025,93,2.16,403,2.48,46.89,2.98,55.9,4.177,27.28,40,91,0.363,58.2,2.34,69.2,37,0.53,6.941,-1.86553478,0.22720863,16.51,-1.86988691,21.6,1.23,520,1.55,59.8,2.05,13.1,5.392,76.638,122.451,46,3.582,84.7,3,147.1,3,7.31,114.82,-2.65390512,8.39826763,24.43,-2.66680196,26.1,1.44,558.3,1.66,29,2,15.7,5.786,18.869,28.03,32.1,0.233,81.6,3.26,226.335,49,3.214,35.4527,-0.9545457,2.21271389,20.54,-1.784433755,29,0.99,1251.1,0.99,348.8,0.97,16.9,12.967,23.81,39.611,0,0.48,0.0089,3.21,10.2,17,171.6,239.11,3.16,1251.19,1.72,0.76,0.8,1.67,-1.969529126
Rb,K,Sc,I,312.46,961,0.82,403.03,336.53,1032,0.82,418.81,1814,3103,1.36,633.09,1.532,85.4678,-0.96193707,0.09088364,88.64,-0.963335025,93,2.16,403,2.48,46.89,2.98,55.9,4.177,27.28,40,91,0.363,58.2,2.34,69.2,37,0.86,39.0983,-1.096516,-0.05407911,72.1,-1.097539713,75.6,2.03,418.8,2.35,48.36,2.77,45.46,4.341,31.625,45.72,82,0.757,102.5,2.33,76.9,19,2.99,44.9559,-6.17209116,4.45180104,22.2,-6.28551309,24.9,1.44,631,1.606,18.1,2.09,15,6.54,12.8,24.76,10,0.568,15.8,16.11,304.8,21,4.93,126.9045,-1.05350365,4.49323253,35.36,-1.505402418,42.5,1.33,1008.4,1.33,295.3,1.32,25.74,10.451,19.131,33,87,0.145,0.449,7.76,20.9,53,386.85,457.4,2.66,1008.39,1.72,1.38,0.745,2.06,-1.361208086
Li,Cu,Sb,Cl,453.69,1615,0.98,520.22,1357.77,3200,1.9,745.48,903.78,1860,2.05,830.58,0.53,6.941,-1.86553478,0.22720863,16.51,-1.86988691,21.6,1.23,520,1.55,59.8,2.05,13.1,5.392,76.638,122.451,46,3.582,84.7,3,147.1,3,8.96,63.456,-3.64288728,4.3787397,11.08,-3.68065482,11.8,1.17,745.4,1.278,118.3,1.57,7.1,7.726,20.292,36.83,16.5,0.385,401,13.14,300.5,29,6.69,121.757,-3.88991513,8.38916182,27.09,-4.11736234,30.2,1.4,833.7,1.59,101,1.53,18.23,8.641,16.53,25.3,11,0.207,24.3,19.83,67.97,51,3.214,35.4527,-0.9545457,2.21271389,20.54,-1.784433755,29,0.99,1251.1,0.99,348.8,0.97,16.9,12.967,23.81,39.611,0,0.48,0.0089,3.21,10.2,17,171.6,239.11,3.16,1251.19,0.76,0.54,0.76,1.67,-1.223896417
K,Li,Ce,Br,336.53,1032,0.82,418.81,453.69,1615,0.98,520.22,1068,3633,1.12,534.39,0.86,39.0983,-1.096516,-0.05407911,72.1,-1.097539713,75.6,2.03,418.8,2.35,48.36,2.77,45.46,4.341,31.625,45.72,82,0.757,102.5,2.33,76.9,19,0.53,6.941,-1.86553478,0.22720863,16.51,-1.86988691,21.6,1.23,520,1.55,59.8,2.05,13.1,5.392,76.638,122.451,46,3.582,84.7,3,147.1,3,6.77,140.12,-4.65518148,3.65500445,36.87,-4.77656965,34.4,1.65,527.8,1.825,50,2.7,20.67,5.54,10.851,20.2,5.2,0.19,11.4,9.2,313.8,58,3.12,79.904,-0.99863179,2.00721501,25.56,-1.583025338,65.1,1.14,1139.9,1.14,324.6,1.12,25.6,11.814,21.8,36,0,0.226,0.122,5.286,14.725,35,265.8,332,2.96,1139.86,1.64,0.76,1.01,1.82,-1.735031925
